약수터명	소재지도로명주소	소재지지번주소	위도	경도	지정일자	일평균이용인구수	수질검사일자	수질검사결과구분	부적합항목	관리기관전화번호	관리기관명	데이터기준일자	제공기관코드	제공기관명		
88약수터		경기도 동두천시 생연동 산70번지	37.899604	127.074691		30	2018-11-20	부적합	미검사(수원고갈)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
동암약수터		경기도 동두천시 보산동 산13-1번지	37.920463	127.072736		30	2018-11-20	부적합	미검사(수원고갈)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
만수약수터		경기도 동두천시 상패동 산36번지	37.913589	127.043281		130	2018-11-20	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
무지개약수터		경기도 동두천시 안흥동 산71번지	37.918715	127.043063		60	2018-11-20	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
보문사약수터		경기도 동두천시 생연동 산15-5번지	37.911061	127.068687		80	2018-11-20	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
보은약수터		경기도 동두천시 안흥동 산70번지	37.921994	127.048461		60	2018-11-20	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
상패7통약수터		경기도 동두천시 상패동 144번지	37.908502	127.041801		0	2018-11-20	부적합	시설폐쇄	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
생골약수터		경기도 동두천시 생연동 산70번지	37.899604	127.074691		30	2018-11-20	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
소요산광장약수터		경기도 동두천시 상봉암동 산1번지	37.946073	127.070144		180	2018-11-20	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
소요산일주문약수터		경기도 동두천시 상봉암동 산1번지	37.946073	127.070144		180	2018-11-20	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
시민약수터		경기도 동두천시 생연동 산70번지	37.899604	127.074691		40	2018-11-20	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
신선약수터		경기도 동두천시 안흥동 산70번지	37.921994	127.048461		20	2018-11-20	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
옥녀봉약수터		경기도 동두천시 상패동 산77-1번지	37.903208	127.039441		20	2018-11-20	부적합	미검사(수원고갈)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
창말약수터		경기도 동두천시 동두천동 8번지	37.933087	127.064892		30	2018-11-20	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
88약수터		경기도 동두천시 생연동 산70번지	37.899604	127.074691		30	2018-10-17	부적합	미검사(수원고갈)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
동암약수터		경기도 동두천시 보산동 산13-1번지	37.920463	127.072736		30	2018-10-17	부적합	미검사(수원고갈)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
만수약수터		경기도 동두천시 상패동 산36번지	37.913589	127.043281		130	2018-10-17	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
무지개약수터		경기도 동두천시 안흥동 산71번지	37.918715	127.043063		60	2018-10-17	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
보문사약수터		경기도 동두천시 생연동 산15-5번지	37.911061	127.068687		80	2018-10-17	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
보은약수터		경기도 동두천시 안흥동 산70번지	37.921994	127.048461		60	2018-10-17	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
상패7통약수터		경기도 동두천시 상패동 144번지	37.908502	127.041801		0	2018-10-17	부적합	시설폐쇄	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
생골약수터		경기도 동두천시 생연동 산70번지	37.899604	127.074691		30	2018-10-17	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
소요산광장약수터		경기도 동두천시 상봉암동 산1번지	37.946073	127.070144		180	2018-10-17	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
소요산일주문약수터		경기도 동두천시 상봉암동 산1번지	37.946073	127.070144		180	2018-10-17	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
시민약수터		경기도 동두천시 생연동 산70번지	37.899604	127.074691		40	2018-10-17	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
신선약수터		경기도 동두천시 안흥동 산70번지	37.921994	127.048461		20	2018-10-17	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
옥녀봉약수터		경기도 동두천시 상패동 산77-1번지	37.903208	127.039441		20	2018-10-17	부적합	미검사(수원고갈)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
창말약수터		경기도 동두천시 동두천동 8번지	37.933087	127.064892		30	2018-10-17	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
88약수터		경기도 동두천시 생연동 산70번지	37.899604	127.074691		30	2018-09-18	부적합	미검사(수원고갈)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
동암약수터		경기도 동두천시 보산동 산13-1번지	37.920463	127.072736		30	2018-09-18	부적합	미검사(수원고갈)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
만수약수터		경기도 동두천시 상패동 산36번지	37.913589	127.043281		130	2018-09-18	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
무지개약수터		경기도 동두천시 안흥동 산71번지	37.918715	127.043063		60	2018-09-18	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
보문사약수터		경기도 동두천시 생연동 산15-5번지	37.911061	127.068687		80	2018-09-18	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
보은약수터		경기도 동두천시 안흥동 산70번지	37.921994	127.048461		60	2018-09-18	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
상패7통약수터		경기도 동두천시 상패동 144번지	37.908502	127.041801		0	2018-09-18	부적합	시설폐쇄	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
생골약수터		경기도 동두천시 생연동 산70번지	37.899604	127.074691		30	2018-09-18	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
소요산광장약수터		경기도 동두천시 상봉암동 산1번지	37.946073	127.070144		180	2018-09-18	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
소요산일주문약수터		경기도 동두천시 상봉암동 산1번지	37.946073	127.070144		180	2018-09-18	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
시민약수터		경기도 동두천시 생연동 산70번지	37.899604	127.074691		40	2018-09-18	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
신선약수터		경기도 동두천시 안흥동 산70번지	37.921994	127.048461		20	2018-09-18	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
옥녀봉약수터		경기도 동두천시 상패동 산77-1번지	37.903208	127.039441		20	2018-09-18	부적합	미검사(수원고갈)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
창말약수터		경기도 동두천시 동두천동 8번지	37.933087	127.064892		30	2018-09-18	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
88약수터		경기도 동두천시 생연동 산70번지	37.899604	127.074691		30	2018-08-20	부적합	미검사(수원고갈)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
동암약수터		경기도 동두천시 보산동 산13-1번지	37.920463	127.072736		30	2018-08-20	부적합	미검사(수원고갈)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
만수약수터		경기도 동두천시 상패동 산36번지	37.913589	127.043281		130	2018-08-20	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
무지개약수터		경기도 동두천시 안흥동 산71번지	37.918715	127.043063		60	2018-08-20	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
보문사약수터		경기도 동두천시 생연동 산15-5번지	37.911061	127.068687		80	2018-08-20	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
보은약수터		경기도 동두천시 안흥동 산70번지	37.921994	127.048461		60	2018-08-20	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
상패7통약수터		경기도 동두천시 상패동 144번지	37.908502	127.041801		0	2018-08-20	부적합	시설폐쇄	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
생골약수터		경기도 동두천시 생연동 산70번지	37.899604	127.074691		30	2018-08-20	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
소요산광장약수터		경기도 동두천시 상봉암동 산1번지	37.946073	127.070144		180	2018-08-20	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
소요산일주문약수터		경기도 동두천시 상봉암동 산1번지	37.946073	127.070144		180	2018-08-20	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
시민약수터		경기도 동두천시 생연동 산70번지	37.899604	127.074691		40	2018-08-20	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
신선약수터		경기도 동두천시 안흥동 산70번지	37.921994	127.048461		20	2018-08-20	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
옥녀봉약수터		경기도 동두천시 상패동 산77-1번지	37.903208	127.039441		20	2018-08-20	부적합	미검사(수원고갈)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
창말약수터		경기도 동두천시 동두천동 8번지	37.933087	127.064892		30	2018-08-20	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
88약수터		경기도 동두천시 생연동 산70번지	37.899604	127.074691		30	2018-07-24	부적합	미검사(수원고갈)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
동암약수터		경기도 동두천시 보산동 산13-1번지	37.920463	127.072736		30	2018-07-24	부적합	미검사(수원고갈)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
만수약수터		경기도 동두천시 상패동 산36번지	37.913589	127.043281		130	2018-07-24	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
무지개약수터		경기도 동두천시 안흥동 산71번지	37.918715	127.043063		60	2018-07-24	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
보문사약수터		경기도 동두천시 생연동 산15-5번지	37.911061	127.068687		80	2018-07-24	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
보은약수터		경기도 동두천시 안흥동 산70번지	37.921994	127.048461		60	2018-07-24	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
상패7통약수터		경기도 동두천시 상패동 144번지	37.908502	127.041801		0	2018-07-24	부적합	시설폐쇄	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
생골약수터		경기도 동두천시 생연동 산70번지	37.899604	127.074691		30	2018-07-24	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
소요산광장약수터		경기도 동두천시 상봉암동 산1번지	37.946073	127.070144		180	2018-07-24	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
소요산일주문약수터		경기도 동두천시 상봉암동 산1번지	37.946073	127.070144		180	2018-07-24	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
시민약수터		경기도 동두천시 생연동 산70번지	37.899604	127.074691		40	2018-07-24	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
신선약수터		경기도 동두천시 안흥동 산70번지	37.921994	127.048461		20	2018-07-24	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
옥녀봉약수터		경기도 동두천시 상패동 산77-1번지	37.903208	127.039441		20	2018-07-24	부적합	미검사(수원고갈)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
창말약수터		경기도 동두천시 동두천동 8번지	37.933087	127.064892		30	2018-07-24	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
88약수터		경기도 동두천시 생연동 산70번지	37.899604	127.074691		30	2018-06-14	부적합	미검사(수원고갈)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
동암약수터		경기도 동두천시 보산동 산13-1번지	37.920463	127.072736		30	2018-06-14	부적합	미검사(수원고갈)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
만수약수터		경기도 동두천시 상패동 산36번지	37.913589	127.043281		130	2018-06-14	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
무지개약수터		경기도 동두천시 안흥동 산71번지	37.918715	127.043063		60	2018-06-14	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
보문사약수터		경기도 동두천시 생연동 산15-5번지	37.911061	127.068687		80	2018-06-14	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
보은약수터		경기도 동두천시 안흥동 산70번지	37.921994	127.048461		60	2018-06-14	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
상패7통약수터		경기도 동두천시 상패동 144번지	37.908502	127.041801		0	2018-06-14	부적합	시설폐쇄	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
생골약수터		경기도 동두천시 생연동 산70번지	37.899604	127.074691		30	2018-06-14	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
소요산광장약수터		경기도 동두천시 상봉암동 산1번지	37.946073	127.070144		180	2018-06-14	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
소요산일주문약수터		경기도 동두천시 상봉암동 산1번지	37.946073	127.070144		180	2018-06-14	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
시민약수터		경기도 동두천시 생연동 산70번지	37.899604	127.074691		40	2018-06-14	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
신선약수터		경기도 동두천시 안흥동 산70번지	37.921994	127.048461		20	2018-06-14	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
옥녀봉약수터		경기도 동두천시 상패동 산77-1번지	37.903208	127.039441		20	2018-06-14	부적합	미검사(수원고갈)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
창말약수터		경기도 동두천시 동두천동 8번지	37.933087	127.064892		30	2018-06-14	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
88약수터		경기도 동두천시 생연동 산70번지	37.899604	127.074691		30	2018-05-16	부적합	미검사(수원고갈)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
동암약수터		경기도 동두천시 보산동 산13-1번지	37.920463	127.072736		30	2018-05-16	부적합	미검사(수원고갈)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
만수약수터		경기도 동두천시 상패동 산36번지	37.913589	127.043281		130	2018-05-16	부적합	총대장균군(검출)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
무지개약수터		경기도 동두천시 안흥동 산71번지	37.918715	127.043063		60	2018-05-16	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
보문사약수터		경기도 동두천시 생연동 산15-5번지	37.911061	127.068687		80	2018-05-16	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
보은약수터		경기도 동두천시 안흥동 산70번지	37.921994	127.048461		60	2018-05-16	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
상패7통약수터		경기도 동두천시 상패동 144번지	37.908502	127.041801		0	2018-05-16	부적합	시설폐쇄	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
생골약수터		경기도 동두천시 생연동 산70번지	37.899604	127.074691		30	2018-05-16	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
소요산광장약수터		경기도 동두천시 상봉암동 산1번지	37.946073	127.070144		180	2018-05-16	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
소요산일주문약수터		경기도 동두천시 상봉암동 산1번지	37.946073	127.070144		180	2018-05-16	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
시민약수터		경기도 동두천시 생연동 산70번지	37.899604	127.074691		40	2018-05-16	부적합	총대장균군(검출)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
신선약수터		경기도 동두천시 안흥동 산70번지	37.921994	127.048461		20	2018-05-16	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
옥녀봉약수터		경기도 동두천시 상패동 산77-1번지	37.903208	127.039441		20	2018-05-16	부적합	미검사(수원고갈)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
창말약수터		경기도 동두천시 동두천동 8번지	37.933087	127.064892		30	2018-05-16	부적합	총대장균군(검출)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
88약수터		경기도 동두천시 생연동 산70번지	37.899604	127.074691		30	2018-04-12	부적합	미검사(수원고갈)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
동암약수터		경기도 동두천시 보산동 산13-1번지	37.920463	127.072736		30	2018-04-12	부적합	미검사(수원고갈)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
만수약수터		경기도 동두천시 상패동 산36번지	37.913589	127.043281		130	2018-04-12	부적합	총대장균군(검출)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
무지개약수터		경기도 동두천시 안흥동 산71번지	37.918715	127.043063		60	2018-04-12	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
보문사약수터		경기도 동두천시 생연동 산15-5번지	37.911061	127.068687		80	2018-04-12	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
보은약수터		경기도 동두천시 안흥동 산70번지	37.921994	127.048461		60	2018-04-12	부적합	총대장균군(검출)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
상패7통약수터		경기도 동두천시 상패동 144번지	37.908502	127.041801		0	2018-04-12	적합	시설폐쇄	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
생골약수터		경기도 동두천시 생연동 산70번지	37.899604	127.074691		30	2018-04-12	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
소요산광장약수터		경기도 동두천시 상봉암동 산1번지	37.946073	127.070144		180	2018-04-12	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
소요산일주문약수터		경기도 동두천시 상봉암동 산1번지	37.946073	127.070144		180	2018-04-12	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
시민약수터		경기도 동두천시 생연동 산70번지	37.899604	127.074691		40	2018-04-12	부적합	총대장균군(검출)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
신선약수터		경기도 동두천시 안흥동 산70번지	37.921994	127.048461		20	2018-04-12	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
옥녀봉약수터		경기도 동두천시 상패동 산77-1번지	37.903208	127.039441		20	2018-04-12	부적합	미검사(수원고갈)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
창말약수터		경기도 동두천시 동두천동 8번지	37.933087	127.064892		30	2018-04-12	부적합	총대장균군(검출)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
88약수터		경기도 동두천시 생연동 산70번지	37.899604	127.074691		30	2018-03-21	부적합	미검사(수원고갈)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
동암약수터		경기도 동두천시 보산동 산13-1번지	37.920463	127.072736		30	2018-03-21	부적합	미검사(수원고갈)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
만수약수터		경기도 동두천시 상패동 산36번지	37.913589	127.043281		130	2018-03-21	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
무지개약수터		경기도 동두천시 안흥동 산71번지	37.918715	127.043063		60	2018-03-21	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
보문사약수터		경기도 동두천시 생연동 산15-5번지	37.911061	127.068687		80	2018-03-21	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
보은약수터		경기도 동두천시 안흥동 산70번지	37.921994	127.048461		60	2018-03-21	부적합	총대장균군(검출)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
상패7통약수터		경기도 동두천시 상패동 144번지	37.908502	127.041801		0	2018-03-21	부적합	시설폐쇄	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
생골약수터		경기도 동두천시 생연동 산70번지	37.899604	127.074691		30	2018-03-21	부적합	총대장균군(검출)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
소요산광장약수터		경기도 동두천시 상봉암동 산1번지	37.946073	127.070144		180	2018-03-21	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
소요산일주문약수터		경기도 동두천시 상봉암동 산1번지	37.946073	127.070144		180	2018-03-21	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
시민약수터		경기도 동두천시 생연동 산70번지	37.899604	127.074691		40	2018-03-21	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
신선약수터		경기도 동두천시 안흥동 산70번지	37.921994	127.048461		20	2018-03-21	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
옥녀봉약수터		경기도 동두천시 상패동 산77-1번지	37.903208	127.039441		20	2018-03-21	부적합	미검사(수원고갈)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
창말약수터		경기도 동두천시 동두천동 8번지	37.933087	127.064892		30	2018-03-21	부적합	총대장균군(검출)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
88약수터		경기도 동두천시 생연동 산70번지	37.899604	127.074691		30	2018-02-26	부적합	미검사(수원고갈)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
동암약수터		경기도 동두천시 보산동 산13-1번지	37.920463	127.072736		30	2018-02-26	부적합	미검사(수원고갈)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
만수약수터		경기도 동두천시 상패동 산36번지	37.913589	127.043281		130	2018-02-26	부적합	총대장균군(검출)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
무지개약수터		경기도 동두천시 안흥동 산71번지	37.918715	127.043063		60	2018-02-26	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
보문사약수터		경기도 동두천시 생연동 산15-5번지	37.911061	127.068687		80	2018-02-26	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
보은약수터		경기도 동두천시 안흥동 산70번지	37.921994	127.048461		60	2018-02-26	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
상패7통약수터		경기도 동두천시 상패동 144번지	37.908502	127.041801		0	2018-02-26	부적합	시설폐쇄	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
생골약수터		경기도 동두천시 생연동 산70번지	37.899604	127.074691		30	2018-02-26	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
소요산광장약수터		경기도 동두천시 상봉암동 산1번지	37.946073	127.070144		180	2018-02-26	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
소요산일주문약수터		경기도 동두천시 상봉암동 산1번지	37.946073	127.070144		180	2018-02-26	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
시민약수터		경기도 동두천시 생연동 산70번지	37.899604	127.074691		40	2018-02-26	부적합	총대장균군(검출)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
신선약수터		경기도 동두천시 안흥동 산70번지	37.921994	127.048461		20	2018-02-26	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
옥녀봉약수터		경기도 동두천시 상패동 산77-1번지	37.903208	127.039441		20	2018-02-26	부적합	미검사(수원고갈)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
창말약수터		경기도 동두천시 동두천동 8번지	37.933087	127.064892		30	2018-02-26	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
88약수터		경기도 동두천시 생연동 산70번지	37.899604	127.074691		30	2018-01-29	부적합	미검사(수원고갈)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
동암약수터		경기도 동두천시 보산동 산13-1번지	37.920463	127.072736		30	2018-01-29	부적합	미검사(수원고갈)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
만수약수터		경기도 동두천시 상패동 산36번지	37.913589	127.043281		130	2018-01-29	부적합	총대장균군(검출)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
무지개약수터		경기도 동두천시 안흥동 산71번지	37.918715	127.043063		60	2018-01-29	부적합	총대장균군(검출)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
보문사약수터		경기도 동두천시 생연동 산15-5번지	37.911061	127.068687		80	2018-01-29	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
보은약수터		경기도 동두천시 안흥동 산70번지	37.921994	127.048461		60	2018-01-29	부적합	총대장균군(검출)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
상패7통약수터		경기도 동두천시 상패동 144번지	37.908502	127.041801		0	2018-01-29	부적합	시설폐쇄	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
생골약수터		경기도 동두천시 생연동 산70번지	37.899604	127.074691		30	2018-01-29	부적합	총대장균군(검출)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
소요산광장약수터		경기도 동두천시 상봉암동 산1번지	37.946073	127.070144		180	2018-01-29	부적합	총대장균군(검출)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
소요산일주문약수터		경기도 동두천시 상봉암동 산1번지	37.946073	127.070144		180	2018-01-29	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
시민약수터		경기도 동두천시 생연동 산70번지	37.899604	127.074691		40	2018-01-29	부적합	총대장균군(검출)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
신선약수터		경기도 동두천시 안흥동 산70번지	37.921994	127.048461		20	2018-01-29	적합		031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
옥녀봉약수터		경기도 동두천시 상패동 산77-1번지	37.903208	127.039441		20	2018-01-29	부적합	미검사(수원고갈)	031-860-2471	경기도 동두천시청	2018-12-31	3920000	경기도 동두천시		
